,0,1,2,3,4,5
0,0.8816793893129771,0.7068999702587473,0.7043223951620894,0.7032814513730549,0.7006377846072505,0.6999272991639418
1,0.8816793893129771,0.7076930702884906,0.7016952513135726,0.7006212616899633,0.7004395095998157,0.699729024156506
2,0.8816793893129771,0.703413634711344,0.7036449555533549,0.7001090512540902,0.7006708304418231,0.7001586200059491
3,0.8816793893129771,0.7042067347410859,0.7007203991936818,0.6999438220812274,0.6999438220812272,0.6999107762466527
4,0.8816793893129771,0.7205644228545024,0.7035623409669219,0.7031327451174789,0.6979445490895857,0.7011499950431249
5,0.8816793893129771,0.7024057367568818,0.7055946597931327,0.7005716929381055,0.7023231221704499,0.6999603449985138
6,0.8816793893129771,0.7039754138990779,0.7022735534185929,0.7030501305310468,0.7004229866825272,0.7021744159148741
7,0.8816793893129771,0.7082052807243666,0.7038597534780752,0.7012160867122683,0.7012326096295569,0.7011169492085524
8,0.8816793893129771,0.7111463600013231,0.7041075972373689,0.702075278411157,0.6996959783219326,0.7001586200059492
9,0.8816793893129771,0.7078582994613553,0.7024387825914555,0.7000925283368026,0.7017282971481441,0.7006047387726786
