,0,1,2,3,4,5
gene-expression,0.2323908375089476,0.013591028394178,0.0085946074922452,0.0085874492961107,0.0052946790742066,0.0052493438320209
mixed,0.7202075876879022,0.6953113815318537,0.6090050107372939,0.6942519685039367,0.4289214984490573,0.2472250059651633
spatial,0.4780004772130755,0.4780004772130755,0.4780004772130755,0.4780004772130755,0.4780004772130755,0.4780004772130755
