,original,pc = 0,pc = 0.1,pc = 0.2,pc = 0.5,pc = 1,pc = 2
0,0.026404646137223122,0.026404646137223122,0.17983522420313344,0.289235548352242,0.0007428417071853053,0.2298757428417072,0.02741761210156672
1,0.040991356023770936,0.03032144786601837,0.09812263641274986,0.13789843327930848,0.10311993517017828,0.004119394921663966,0.12709346299297677
2,0.03538627768773636,0.006685575364667747,0.007563479200432199,0.24878444084278767,0.02174500270124257,0.1456645056726094,0.04430037817396002
3,0.04403025391680173,0.04355753646677472,0.031942193408968124,0.0006077795786061589,0.13377903835764451,0.10399783900594273,0.003309022150189087
4,0.05233657482441923,0.04659643435980551,0.09238249594813615,0.011007563479200433,0.02464883846569422,0.16072393300918422,0.06557266342517558
5,0.041058887088060506,0.025661804430037818,0.05726634251755808,0.30990005402485143,0.006347920043219881,0.14660994057266344,0.18807401404646137
6,0.019516477579686657,0.019516477579686657,0.5330902215018909,0.2260264721772015,0.0028363047001620746,0.046461372231226365,0.006888168557536467
7,0.08488654781199352,0.076107509454349,0.07685035116153431,0.1126418152350081,0.5996758508914101,0.12972717450027013,0.024581307401404646
8,0.04058616963803349,0.0403160453808752,0.05611831442463533,0.10892760669908158,0.006212857914640735,0.05672609400324149,0.060845488924905454
9,0.05085089141004862,0.04808211777417612,0.15883306320907617,0.21049432739059967,0.017828200972447326,0.01627498649378714,0.3722312263641275
10,0.033630470016207455,6.75310642895732e-05,0.10352512155591573,0.11196650459211237,0.2694489465153971,0.03241491085899514,0.03498109130199892
11,0.04720421393841167,0.027147487844408427,0.021339816315505133,0.004524581307401404,0.32468935710426794,0.0037817396002160996,0.5348460291734197
12,0.03633171258779038,0.028092922744462453,0.02106969205834684,6.75310642895732e-05,0.12520259319286872,0.04355753646677472,0.6703133441383036
13,0.05294435440302539,0.05247163695299838,0.01620745542949757,0.05031064289573204,0.009319286871961102,0.07084008643976229,0.28288762830902214
14,0.03599405726634252,0.0061453268503511614,0.3042274446245273,0.020394381415451107,0.0016207455429497568,0.1154105888708806,0.052201512695840085
15,0.038492706645056725,0.038492706645056725,0.01012965964343598,0.021204754186925984,0.4929767693138844,0.19820367368989736,0.0692868719611021
16,0.037614802809292275,0.008306320907617504,0.08752025931928688,0.19550243111831442,0.2764721772015127,0.0028363047001620746,0.09569151809832523
17,0.03639924365207996,0.023568341437061047,0.10163425175580768,0.1509319286871961,0.28356293895191786,0.07725553754727174,0.3624392220421394
18,0.03268503511615343,0.03241491085899514,0.32117774176121017,0.013573743922204213,0.08691247974068071,0.0008779038357644517,0.001350621285791464
19,0.045650999459751485,0.026877363587250135,0.02127228525121556,0.4231496488384657,0.05490275526742301,0.05429497568881685,0.11358725013506213
20,0.024986493787142086,0.024986493787142086,0.007563479200432199,0.11817936250675311,0.2636412749864938,0.27485143165856296,0.17605348460291734
21,0.020664505672609402,0.019381415451107508,0.005942733657482442,0.15991356023770933,0.059629929767693136,0.36534305780659104,0.13215829281469477
22,0.014991896272285251,0.014991896272285251,0.0004051863857374392,0.031942193408968124,0.05578065910318747,0.2368989735278228,0.4538087520259319
23,0.020596974608319826,0.0002701242571582928,0.081645056726094,0.07063749324689357,0.3258373851971907,0.05868449486763912,0.17625607779578606
24,0.04369259859535386,0.04369259859535386,0.028768233387358184,0.27032685035116155,0.005199891950297137,0.8248244192328471,0.10771204754186926
25,0.036736898973527825,0.0347784981091302,0.014181523500810372,0.009994597514856833,0.22920043219881145,0.09886547811993517,0.1116288492706645
26,0.03795245813074014,0.010062128579146408,0.0056050783360345755,0.017423014586709886,0.042477039438141545,0.05010804970286332,0.4004592112371691
27,0.03336034575904916,0.03329281469475959,0.08535926526202053,0.08495407887628309,0.174365207995678,0.09481361426256078,0.3841166936790924
28,0.032752566180443005,0.029646137223122638,0.12817396002160994,0.018706104808211776,0.12560777957860617,0.7092112371690977,0.0006077795786061589
29,0.037884927066450566,0.018368449486763912,0.00715829281469476,0.5865748244192328,0.0002701242571582928,0.04578606158833063,0.017220421393841168
30,0.030253916801728797,0.025796866558616963,0.021812533765532143,0.6792949756888168,0.040721231766612645,0.4719746083198271,0.026674770394381417
31,0.02782279848730416,0.02485143165856294,0.11932739059967586,0.13681793625067531,0.4529983792544571,0.35703673689897353,0.20934629929767692
32,0.025256618044300377,0.025189086980010805,0.026944894651539708,0.01600486223662885,0.019989195029713667,0.018233387358184763,0.2056320907617504
33,0.035926526202052944,0.03565640194489465,0.31266882766072396,0.10656401944894651,0.08414370610480822,0.151742301458671,0.16227714748784441
34,0.056793625067531064,0.006010264721772015,0.37256888168557534,0.1882766072393301,0.03518368449486764,0.07664775796866559,0.36682874122096165
