,original,pc = 0,pc = 0.1,pc = 0.2,pc = 0.5,pc = 1,pc = 2
0,0.046453445128135776,0.046453445128135776,0.15937521130570018,0.09791060923659477,0.4105754276827372,0.06471025762390967,0.13658800459801204
1,0.10649807289201434,0.0936506863209142,0.25363445804314017,0.0961525458110758,0.0035837446750963554,0.3432280749205491,0.03279464466833457
2,0.10534856988302116,0.06403407938332545,0.1262424775170735,0.12833863006288457,0.007099871526134289,0.3361282033944148,0.11954831293528974
3,0.0623436337818649,0.06187030901345595,0.03171275948339983,0.12407870714720401,0.08026235715734667,0.24112516059233213,0.05037527892352424
4,0.05903036040300223,0.05903036040300223,0.05821894651430117,0.04422205693420786,0.08202042058286564,0.06592737845696126,0.13293664209885725
5,0.15552099533437014,0.07647575901007506,0.07478531340861451,0.03996213401852729,0.0002028534721752654,0.24044898235174791,0.36554195685982827
6,0.10487524511461221,0.04503347082290892,0.07762526201906822,0.28825478396105214,0.24301845966596794,0.12516059233213875,0.012103590506457502
7,0.12063019812022449,0.10190006085604165,0.007573196294543241,0.07485293123267293,0.2726350666035567,0.019676786801000743,0.19629454324159848
8,0.081276624518223,0.07241868956656974,0.29237947122861585,0.10595713029954697,0.20806004462776387,0.3992156332409223,0.03495841503820407
9,0.08513084048955305,0.0815470958144567,0.04462776387855839,0.008925552775711677,0.26066671174521605,0.20434106430455068,0.30441544391101494
10,0.11339509094597336,0.10379335992967746,0.00865508147947799,0.2802082628980999,0.08722699303536412,0.05260666711745216,0.06694164581783758
11,0.11238082358509703,0.040841165731286766,0.17107309486780714,0.23585097031577523,0.027182365271485563,0.2063019812022449,0.02522144837379133
12,0.0001352356481168436,0.0001352356481168436,0.07924808979647036,0.023463384948272364,0.09263641896003787,0.10656569071607276,0.17479207519102036
13,0.10298194604097641,0.08181756711069038,0.0029075664345121375,0.17939008722699304,0.21076475759010074,0.3858949219014132,0.0834403948880925
14,0.05443234836702955,0.01717492731083914,0.06707688146595442,0.42186760430049364,0.1891946717154642,0.03549935763067145,0.03543173980661302
15,0.08945838122929205,0.06971397660423287,0.04314017174927311,0.5452701332071134,0.15998377172222597,0.11609980390831023,0.028669957400770843
16,0.06362837243897491,0.013929271756034891,0.016228277774021232,0.11238082358509703,0.01832443031983231,0.001690445601460545,0.3815673811616742
17,0.2130637636080871,0.14017174927310838,0.3111772263168571,0.2113057001825681,0.08986408817364257,0.17012644533098925,0.2146865913854892
18,0.1076475759010075,0.03265940902021773,0.1395631888565826,0.18209480018932991,0.11089323145581176,0.037730745824599364,0.03746027452836568
19,0.12042734464804923,0.05044289674758266,0.07762526201906822,0.033606058557035634,0.3083372777064034,0.3325444587193184,0.001690445601460545
20,0.1902089390763405,0.1497734802894043,0.24146324971262426,0.040029751842585705,0.10129150043951586,0.292244235580499,0.28088444113868416
21,0.16167421732368653,0.034755561566028804,0.07437960646426398,0.006356075461491649,0.13198999256203936,0.009939820136588005,0.10974372844681858
22,0.12353776455473663,0.053891405774562175,0.06153221989316384,0.13624991547771992,0.11833119210223815,0.062140780309689635,0.16424369463790656
23,0.15748191223206437,0.10298194604097641,0.02508621272567449,0.0269795117993103,0.1792548515788762,0.04733247684089526,0.0815470958144567
24,0.13097572520116302,0.03265940902021773,0.15410102102914328,0.25363445804314017,0.28271012238826154,0.4123334911082561,0.219622692541754
25,0.10122388261545744,0.07018730137264183,0.055852322672256406,0.13320711339509095,0.28210156197173575,0.08857934951653255,0.3409290689025627
26,0.10413144904996957,0.029548989113530325,0.13543850158901888,0.042328757860572046,0.1373994184867131,0.18905943606734735,0.0070322537020758675
27,0.1705997700993982,0.13638515112583677,0.1277976874704172,0.23821759415782,0.23551288119548314,0.17391304347826086,0.13009669348840355
28,0.22956251267834202,0.10135911826357427,0.022313881939279193,0.2177293934681182,0.050240043275407396,0.010818851849347487,0.32165798904591253
29,0.13780512543106363,0.07573196294543241,0.2945432415984854,0.13253093515450673,0.16505510852660762,0.19014132125228211,0.044154439110149435
30,0.15836094394482386,0.10690377983636487,0.04023260531476097,0.009263641896003786,0.10217053215227534,0.14429643654067212,0.35073365339103385
31,0.2012982622219217,0.16958550273852188,0.19345459463114478,0.34600040570694435,0.11332747312191493,0.17986341199540198,0.03793359929677463
32,0.14071269186557578,0.1380079789032389,0.09310974372844683,0.05368855230238691,0.029481371289471904,0.12786530529447562,0.18567854486442625
33,0.05064575021975793,0.046791534248427885,0.13165190344174724,0.05930083169923592,0.31313814321455136,0.28730813442423425,0.09054026641422679
34,0.1215768476570424,0.09446210020961525,0.12421394279532084,0.16505510852660762,0.10041246872675637,0.23990803975928054,0.2301034552708094
35,0.0961525458110758,0.07471769558455608,0.01203597268239908,0.12259111501791872,0.06788829535465549,0.20373250388802489,0.4944891473392386
36,0.21799986476435187,0.11359794441814862,0.048617215498005274,0.04577726688755156,0.13401852728379202,0.09439448238555684,0.10866184326188383
37,0.22658732841977144,0.1373994184867131,0.1497734802894043,0.09581445669078369,0.3915748191223206,0.1129217661775644,0.16654270065589288
38,0.23125295827980255,0.09473257150584895,0.16931503144228818,0.05774562174589222,0.11129893840016228,0.085604165257962,0.43153695314084795
39,0.2077895733315302,0.07532625600108188,0.06525120021637704,0.29298803164514164,0.2934613564135506,0.023869091892622894,0.057204679153424844
40,0.20826289809993914,0.0012847386571100143,0.09196024071945365,0.16153898167556968,0.15552099533437014,0.2090743119886402,0.22036648860639665
41,0.19906687402799378,0.12123875853675029,0.06903779836364866,0.18466427750354994,0.18168909324497937,0.0701196835485834,0.09392115761714788
42,0.14984109811346272,0.10467239164243694,0.19839069578740956,0.0338089120292109,0.008114138887010616,0.012103590506457502,0.32219893163837987
43,0.12313205761038609,0.11975116640746501,0.04368111434174048,0.1733721008857935,0.22381499763337614,0.29792413280140645,0.4282236797619853
44,0.11887213469470552,0.08202042058286564,0.062140780309689635,0.05564946920008114,0.21982554601392928,0.07343295692744607,0.1308404895530462
45,0.12989384001622828,0.1057542768273717,0.06491311109608493,0.038542159713300425,0.05774562174589222,0.44675096355399285,0.2692541754006356
46,0.11495030089931706,0.08425180877679356,0.14659544255865847,0.4255865846237068,0.024477652309148692,0.019609168976942322,0.11075799580769491
47,0.2851443640543647,0.01656636689431334,0.3482994117249307,0.058354182162418014,0.15552099533437014,0.13766988978294678,0.09547636757049158
48,0.20393535736020016,0.1929812698627358,0.051254310636283724,0.24430319832307795,0.029819460409764013,0.1960240719453648,0.17844343769017512
49,0.1442288187166137,0.039353573602001486,0.08526607613766989,0.4355264047602948,0.0217053215227534,0.07735479072283453,0.2816282372033268
50,0.08621272567448779,0.07924808979647036,0.17479207519102036,0.12401108932314558,0.055378997903847454,0.15119345459463115,0.17343971870985192
51,0.2313881939279194,0.06072080600446278,0.12495773885996349,0.044965852998850496,0.07999188586111299,0.18135100412468727,0.2895395226181621
52,0.23213198999256204,0.03942119142605991,0.05510852660761377,0.02704712962336872,0.17195212658056663,0.21827033606058557,0.13624991547771992
53,0.25451348975589966,0.02934613564135506,0.19994590574075327,0.17391304347826086,0.035566975454729866,0.0645074041517344,0.35715734667658394
54,0.1746568395429035,0.09824869835688688,0.06477787544796808,0.2632361890594361,0.14564879302184056,0.21509229832983975,0.043478260869565216
55,0.17945770505105146,0.13543850158901888,0.1166407465007776,0.028061396984245045,0.10494286293867064,0.042666846980864155,0.09135168030292785
