,original,pc = 0,pc = 0.1,pc = 0.2,pc = 0.5,pc = 1,pc = 2
0,0.00026793489182128745,0.00026793489182128745,0.04400830598164646,0.06504119498961752,0.4524080648402438,0.025386831000066983,0.4278250385156407
1,0.12680018755442427,0.09719338200817201,0.25701654497956994,0.03509947082858865,0.3150244490588787,0.07957666287092237,0.22640498358898786
2,0.09109786321923773,0.07441891620336258,0.23819411882912453,0.19083662669971196,0.13631187621407997,0.22761069060218367,0.0038180722084533458
3,0.06651483689463461,0.000937772121374506,0.09216960278652288,0.06805546252260701,0.14515372764418247,0.32011521200348314,0.19894165717730591
4,0.053653962087212806,0.04059213611092505,0.40009377721213746,0.11762341750954518,0.03576930805814187,0.13041730859401165,0.03382678009243754
5,0.042802598968450664,0.0426016477995847,0.010382477058074888,0.10496349387098936,0.2818675061959944,0.053921896979034094,0.2332373233304307
6,0.061825976287762076,0.04856319914260834,0.006899323464398152,0.06115613905820885,0.07535668832473709,0.057806952910442765,0.15915332574184474
7,0.07843793958068189,0.01661196329291982,0.05573045749882778,0.138187420456829,0.18011923102686048,0.5942795900596155,0.031616317234911914
8,0.042802598968450664,0.04152990823229955,0.18393730323531382,0.04367338736686985,0.39707950967914796,0.05693616451202358,0.3599035434389443
9,0.06303168330095786,0.02994172416102887,0.02344430303436265,0.06611293455690267,0.09404514702927189,0.15667492799249783,0.20068323397414428
10,0.02779824502645857,0.018219572643847545,0.18065510081050304,0.012726907361511153,0.16163172349119165,0.06664880434054525,0.07515573715587112
11,0.028936968316699042,0.028736017147833078,0.027932212472369215,0.14475182530645053,0.12927858530377118,0.03536740572040994,0.39580681894299685
12,0.05050572710831268,0.011052314287628106,0.2590930403911849,0.15861745595820215,0.2997521602250653,0.1948556500770313,0.08453345836961618
13,0.06417040659119834,0.04186482684707616,0.08567218165985666,0.15607207448589994,0.08466742581552683,0.3530712036975015,0.014803402773126131
14,0.036908031348382345,0.0361712103958738,0.0762944604461116,0.15734476522205104,0.07991158148569898,0.15252193716926787,0.1446848415834952
15,0.3352535333913859,0.12010181525889209,0.06122312278116418,0.022238596021166856,0.07837095585772658,0.023377319311407328,0.12974747136445844
16,0.03355884520061625,0.025386831000066983,0.003751088485498024,0.16062696764686182,0.0462857525621274,0.1461584834885123,0.10161430772322326
17,0.19438676401634403,0.0900931073749079,0.07863889074954786,0.19324804072610355,0.1872864893830799,0.14568959742782503,0.28581954585035835
18,0.02639158684439681,0.02632460312144149,0.06249581351731529,0.08754772590260566,0.006966307187353473,0.15325875812177642,0.40927054725701656
19,0.32252662602987475,0.07227543706879229,0.041261973340478264,0.02377922164913926,0.1584165047893362,0.1930470895572376,0.016076093509277245
20,0.12680018755442427,0.08694487239600777,0.08882041663875678,0.06825641369147298,0.03777881974680153,0.05378792953312345,0.004956795498693817
21,0.04876415031147431,0.03436264987608011,0.06276374840913658,0.0288030008707884,0.34215285685578406,0.5232768437269744,0.14944068591332307
22,0.05010382477058075,0.04782637819009981,0.0074351932480407265,0.26887266394266196,0.35963560854712306,0.04226672918480809,0.077835086074084
23,0.03771183602384621,0.033022975416973674,0.008038046754638623,0.08158617455958202,0.008038046754638623,0.012325005023779222,0.17141134704266864
24,0.04990287360171478,0.04896510148034028,0.01661196329291982,0.1204367338736687,0.47236921428092976,0.0367740639024717,0.0012057070131957935
25,0.053586978364257486,0.011119298010583428,0.21501775068658316,0.14635943465737825,0.41181592872931877,0.03342487775470561,0.07502176970996048
26,0.024583026324603123,0.016544979569964497,0.05526157143814053,0.11132694755174492,0.34610489651014803,0.25085404246768034,0.07776810235112867
27,0.02424810770982651,0.023913189095049903,0.3753767834416237,0.27992497823029006,0.044276240873467744,0.07227543706879229,0.11715453144885793
28,0.029070935762609686,0.028334114810101146,0.2718869314756514,0.23511286757317973,0.0653091298814388,0.08004554893160962,0.2283475115546922
