,paste,scanorama
0.1,92.37514751621909,234.12623721189826
1.0,93.31668861394483,232.68893925374925
2.0,122.24990806512244,234.28605847528172
3.0,122.88629690254952,240.4533091635628
4.0,125.19052686743363,231.17974613862654
5.0,122.5927426597445,244.46009613591067
