,paste,scanorama
0.1,91.64641557567415,247.0313012466563
1.0,124.79163068625492,245.39014880936875
2.0,137.28542432276632,249.98113906128916
3.0,134.9254828214894,239.7751544081949
4.0,129.45327224851985,250.72228230209976
5.0,138.29339029701998,237.32784918069436
