,Pair 1,Pair 2
0.7,0.6602067183462548,0.6892712206264704
0.7,0.6509183602206867,0.6796554154212511
0.7,0.6098889587261693,0.6469198804403273
0.7,0.5965779733221598,0.6088965031226441
0.7,0.6124100845031092,0.5990862919491613
