,Pair 1,Pair 2
0.5,0.6336964871848604,0.6581468251075282
0.5,0.6896151965919426,0.703635391606519
0.5,0.6174523360569883,0.6401618429685769
0.5,0.6026538166073062,0.6146630701562523
0.5,0.5976883860604799,0.5891351364486878
