,Pair 1,Pair 2
1,0.6334660241637003,0.649561371534104
1,0.6200502828409814,0.6665257223396734
1,0.6172777428591391,0.6235547131296911
1,0.7048955932676887,0.708966975286138
1,0.5941895383755855,0.6210687468105256
