,Pair 1,Pair 2
0.3,0.5959773727215595,0.570785643119243
0.3,0.6889028563447188,0.6977205900221103
0.3,0.5534534534534533,0.596464241452211
0.3,0.561673301208185,0.5806323054117752
0.3,0.6724701445631697,0.6874583849724154
