,Pair 1,Pair 2
0.1,0.5686011592988338,0.5948652523632463
0.1,0.6344297786158262,0.6308011955967028
0.1,0.605167958656332,0.5984058710602405
0.1,0.5697395069488095,0.5876819518359203
0.1,0.566087017249808,0.5738888483876449
